   1.00000000               1           1
   1.00000000               1           2
   1.00000000               1           3
   1.00000000               1           4
   1.00000000               1           5
   1.00000000               1           6
   1.00000000               1           7
   1.00000000               1           8
   1.00000000               1           9
   1.00000000               1          10
   1.00000000               1          11
   1.00000000               1          12
   1.00000000               1          13
   1.00000000               1          14
   1.00000000               1          15
   1.00000000               1          16
   1.00000000               1          17
   1.00000000               1          18
   1.00000000               1          19
   1.00000000               1          20
   1.00000000               1          21
   1.00000000               1          22
   1.00000000               1          23
   1.00000000               1          24
   1.00000000               1          25
   1.00000000               1          26
   1.00000000               1          27
   1.00000000               1          28
   1.00000000               1          29
   1.00000000               1          30
   1.00000000               1          31
   1.00000000               1          32
   1.00000000               1          33
   1.00000000               1          34
   1.00000000               1          35
   1.00000000               1          36
   1.00000000               1          37
   1.00000000               1          38
   1.00000000               1          39
   1.00000000               1          40
   1.00000000               1          41
   1.00000000               1          42
   1.00000000               1          43
   1.00000000               1          44
   1.00000000               1          45
   1.00000000               1          46
   1.00000000               1          47
   1.00000000               1          48
   1.00000000               1          49
   1.00000000               1          50
   1.00000000               2           1
   1.00000000               2           2
   1.00000000               2           3
   1.00000000               2           4
   1.00000000               2           5
   1.00000000               2           6
   1.00000000               2           7
   1.00000000               2           8
   1.00000000               2           9
   1.00000000               2          10
   1.00000000               2          11
   1.00000000               2          12
   1.00000000               2          13
   1.00000000               2          14
   1.00000000               2          15
   1.00000000               2          16
   1.00000000               2          17
   1.00000000               2          18
   1.00000000               2          19
   1.00000000               2          20
   1.00000000               2          21
   1.00000000               2          22
   1.00000000               2          23
   1.00000000               2          24
   1.00000000               2          25
   1.00000000               2          26
   1.00000000               2          27
   1.00000000               2          28
   1.00000000               2          29
   1.00000000               2          30
   1.00000000               2          31
   1.00000000               2          32
   1.00000000               2          33
   1.00000000               2          34
   1.00000000               2          35
   1.00000000               2          36
   1.00000000               2          37
   1.00000000               2          38
   1.00000000               2          39
   1.00000000               2          40
   1.00000000               2          41
   1.00000000               2          42
   1.00000000               2          43
   1.00000000               2          44
   1.00000000               2          45
   1.00000000               2          46
   1.00000000               2          47
   1.00000000               2          48
   1.00000000               2          49
   1.00000000               2          50
   1.00000000               3           1
   21.0000000               3           2
   41.0159988               3           3
   61.3680000               3           4
   82.3762589               3           5
   104.366402               3           6
   127.674568               3           7
   152.652588               3           8
   179.673401               3           9
   209.136658               3          10
   241.474701               3          11
   277.158936               3          12
   316.706757               3          13
   360.689117               3          14
   409.738770               3          15
   464.559448               3          16
   525.935974               3          17
   594.745422               3          18
   671.969849               3          19
   758.710205               3          20
   856.202087               3          21
   965.833313               3          22
   1089.16382               3          23
   1227.94763               3          24
   1384.15808               3          25
   1560.01562               3          26
   1758.01978               3          27
   1980.98413               3          28
   2232.07690               3          29
   2514.86523               3          30
   2833.36694               3          31
   3192.10645               3          32
   3596.17993               3          33
   4051.32690               3          34
   4564.01270               3          35
   5141.52002               3          36
   5792.05127               3          37
   6524.84717               3          38
   7350.31592               3          39
   8280.18164               3          40
   9327.65234               3          41
   10507.6064               3          42
   11836.8027               3          43
   13334.1211               3          44
   15020.8281               3          45
   16920.8809               3          46
   19061.2676               3          47
   21472.3887               3          48
   24188.4883               3          49
   27248.1465               3          50
   1.00000000               4           1
   1.00000000               4           2
  0.969523609               4           3
  0.598461866               4           4
 -0.431237817               4           5
  -2.44377136               4           6
  -5.77384472               4           7
  -10.7717543               4           8
  -17.8087654               4           9
  -27.2827835               4          10
  -39.6243629               4          11
  -55.3031502               4          12
  -74.8348389               4          13
  -98.7887650               4          14
  -127.796181               4          15
  -162.559448               4          16
  -203.862137               4          17
  -252.580338               4          18
  -309.695160               4          19
  -376.306854               4          20
  -453.650452               4          21
  -543.113342               4          22
  -646.255127               4          23
  -764.829773               4          24
  -900.810547               4          25
  -1056.41797               4          26
  -1234.15173               4          27
  -1436.82568               4          28
  -1667.60828               4          29
  -1930.06726               4          30
  -2228.22046               4          31
  -2566.59326               4          32
  -2950.28198               4          33
  -3385.02686               4          34
  -3877.29370               4          35
  -4434.36572               4          36
  -5064.44580               4          37
  -5776.77539               4          38
  -6581.76318               4          39
  -7491.13428               4          40
  -8518.09668               4          41
  -9677.52930               4          42
  -10986.1924               4          43
  -12462.9648               4          44
  -14129.1152               4          45
  -16008.6006               4          46
  -18128.4082               4          47
  -20518.9414               4          48
  -23214.4453               4          49
  -26253.4980               4          50
   1.00000000               5           1
   1.00000000               5           2
   1.03047633               5           3
   1.08224177               5           4
   1.16854393               5           5
   1.17667234               5           6
   1.19738615               5           7
   1.21860659               5           8
   1.23704076               5           9
   1.25045013               5          10
   1.25686038               5          11
   1.25441444               5          12
   1.24135292               5          13
   1.21602786               5          14
   1.17691803               5          15
   1.12264705               5          16
   1.05199575               5          17
  0.963906765               5          18
  0.857488930               5          19
  0.732014358               5          20
  0.586910903               5          21
  0.421757400               5          22
  0.236274615               5          23
   3.03099453E-02           5          24
 -0.196170166               5          25
 -0.443094015               5          26
 -0.710295260               5          27
 -0.997528195               5          28
  -1.30447555               5          29
  -1.63075876               5          30
  -1.97595227               5          31
  -2.33958745               5          32
  -2.72116256               5          33
  -3.12015247               5          34
  -3.53601098               5          35
  -3.96818113               5          36
  -4.41609669               5          37
  -4.87918854               5          38
  -5.35688782               5          39
  -5.84862804               5          40
  -6.35385132               5          41
  -6.87200785               5          42
  -7.40255880               5          43
  -7.94497824               5          44
  -8.49875164               5          45
  -9.06338215               5          46
  -9.63838482               5          47
  -10.2232924               5          48
  -10.8176527               5          49
  -11.4210310               5          50
   1.00000000               6           1
   1.00000000               6           2
   1.00000000               6           3
  0.998634338               6           4
  0.979423523               6           5
   1.05214536               6           6
   1.12424624               6           7
   1.20686042               6           8
   1.30217135               6           9
   1.41136634               6          10
   1.53553927               6          11
   1.67593849               6          12
   1.83409739               6          13
   2.01196146               6          14
   2.21204233               6          15
   2.43764353               6          16
   2.69321156               6          17
   2.98491383               6          18
   3.32165241               6          19
   3.71698022               6          20
   4.19315672               6          21
   4.79112101               6          22
   5.60179615               6          23
   6.92263508               6          24
   14.5145702               6          25
   17.3302441               6          26
   17.9445801               6          27
   17.3147926               6          28
   15.9160910               6          29
   14.0198708               6          30
   11.7944250               6          31
   9.34990597               6          32
   6.76119137               6          33
   4.08060837               6          34
   1.34548569               6          35
  -1.41713333               6          36
  -4.18743706               6          37
  -6.95079613               6          38
  -9.69636345               6          39
  -12.4160843               6          40
  -15.1039934               6          41
  -17.7557030               6          42
  -20.3680229               6          43
  -22.9386845               6          44
  -25.4661274               6          45
  -27.9493370               6          46
  -30.3877220               6          47
  -32.7810211               6          48
  -35.1292267               6          49
  -37.4325294               6          50
   1.00000000               7           1
   1.00000000               7           2
   1.00000000               7           3
   1.00066221               7           4
   1.00304568               7           5
   1.00909734               7           6
   1.01762700               7           7
   1.02677464               7           8
   1.03478098               7           9
   1.03977668               7          10
   1.03972018               7          11
   1.03235018               7          12
   1.01511991               7          13
  0.985099792               7          14
  0.938830554               7          15
  0.872105420               7          16
  0.779617310               7          17
  0.654383838               7          18
  0.486729413               7          19
  0.262368739               7          20
  -4.16488945E-02           7          21
 -0.466914415               7          22
  -1.10496378               7          23
  -2.25381184               7          24
  -9.67485619               7          25
  -12.3202400               7          26
  -12.7662792               7          27
  -11.9706116               7          28
  -10.4086628               7          29
  -8.35196590               7          30
  -5.96890926               7          31
  -3.36968589               7          32
 -0.629105091               7          33
   2.20088315               7          34
   5.08452892               7          35
   8.00753784               7          36
   10.8908253               7          37
   13.7616577               7          38
   16.6113758               7          39
   19.4327126               7          40
   22.2201157               7          41
   24.9694557               7          42
   27.6777229               7          43
   30.3427792               7          44
   32.9631653               7          45
   35.5379486               7          46
   38.0666046               7          47
   40.5489273               7          48
   42.9849548               7          49
   45.3749237               7          50
   1.00000000               8           1
  -19.0000000               8           2
  -39.0000000               8           3
  -59.3199997               8           4
  -80.2794495               8           5
  -102.200470               8           6
  -125.404686               8           7
  -150.218201               8           8
  -176.977692               8           9
  -206.039459               8          10
  -237.792313               8          11
  -272.675629               8          12
  -311.205383               8          13
  -354.013489               8          14
  -401.910522               8          15
  -455.993683               8          16
  -517.850037               8          17
  -589.988159               8          18
  -676.929016               8          19
  -788.864807               8          20
  -963.808411               8          21
  -461.818756               8          22
  -187.368042               8          23
   66.1952209               8          24
   317.332703               8          25
   568.407471               8          26
   819.271851               8          27
   1069.77698               8          28
   1319.71484               8          29
   1568.75500               8          30
   1816.30420               8          31
   2061.08813               8          32
   2299.20850               8          33
   2483.63110               8          34
   2715.98877               8          35
   2959.00122               8          36
   3207.76440               8          37
   3460.44385               8          38
   3716.12793               8          39
   3974.27466               8          40
   4234.52832               8          41
   4496.63965               8          42
   4760.42529               8          43
   5025.74512               8          44
   5292.48926               8          45
   5560.57031               8          46
   5829.91602               8          47
   6100.46680               8          48
   6372.17285               8          49
   6644.99219               8          50
   1.00000000               9           1
   1.00000000               9           2
  0.966315806               9           3
   1.23164368               9           4
   2.11788511               9           5
   3.94718409               9           6
   7.04231548               9           7
   11.7297173               9           8
   18.3459988               9           9
   27.2472038               9          10
   38.8217392               9          11
   53.5085030               9          12
   71.8229828               9          13
   94.3965836               9          14
   122.039429               9          15
   155.848358               9          16
   197.410141               9          17
   249.233139               9          18
   315.838196               9          19
   407.417633               9          20
   561.984741               9          21
   39.5997925               9          22
  -255.309540               9          23
  -529.344421               9          24
  -801.335876               9          25
  -1073.17822               9          26
  -1344.75854               9          27
  -1615.93921               9          28
  -1886.51807               9          29
  -2156.16821               9          30
  -2424.29883               9          31
  -2689.63770               9          32
  -2948.28809               9          33
  -3153.21704               9          34
  -3406.05957               9          35
  -3669.54907               9          36
  -3938.72339               9          37
  -4211.79053               9          38
  -4487.84180               9          39
  -4766.33643               9          40
  -5046.91992               9          41
  -5329.34326               9          42
  -5613.42383               9          43
  -5899.02246               9          44
  -6186.02979               9          45
  -6474.35791               9          46
  -6763.93604               9          47
  -7054.70459               9          48
  -7346.61377               9          49
  -7639.62207               9          50
   1.00000000              10           1
   1.00000000              10           2
   1.03368425              10           3
   1.08913720              10           4
   1.15921307              10           5
   1.23660398              10           6
   1.31841159              10           7
   1.40440071              10           8
   1.49539351              10           9
   1.59265697              10          10
   1.69765544              10          11
   1.81192613              10          12
   1.93700469              10          13
   2.07437634              10          14
   2.22544241              10          15
   2.39149547              10          16
   2.57370138              10          17
   2.77308178              10          18
   2.99048996              10          19
   3.22656417              10          20
   3.48159194              10          21
   3.75485492              10          22
   4.09159660              10          23
   4.44193363              10          24
   5.17573309              10          25
   5.82368851              10          26
   6.42205334              10          27
   6.98247480              10          28
   7.51093769              10          29
   8.01117992              10          30
   8.48579788              10          31
   8.93671799              10          32
   9.36542320              10          33
   9.77305603              10          34
   10.1599913              10          35
   10.5274410              10          36
   10.8762636              10          37
   11.2071962              10          38
   11.5208902              10          39
   11.8179264              10          40
   12.0988264              10          41
   12.3640633              10          42
   12.6140690              10          43
   12.8492393              10          44
   13.0699377              10          45
   13.2765017              10          46
   13.4692430              10          47
   13.6484537              10          48
   13.8144064              10          49
   13.9673567              10          50
   1.00000000              11           1
   1.00000000              11           2
   1.00000000              11           3
  0.998489261              11           4
  0.999045551              11           5
   1.00727701              11           6
   1.02536523              11           7
   1.05353642              11           8
   1.09146559              11           9
   1.13872385              11          10
   1.19489503              11          11
   1.25959837              11          12
   1.33248591              11          13
   1.41323388              11          14
   1.50153410              11          15
   1.59708846              11          16
   1.69960439              11          17
   1.80879366              11          18
   1.92437160              11          19
   2.04605818              11          20
   2.17357898              11          21
   2.30666804              11          22
   2.44501543              11          23
   2.58839154              11          24
   2.73648500              11          25
   2.88857818              11          26
   3.04424000              11          27
   3.20317721              11          28
   3.36517787              11          29
   3.53008437              11          30
   3.69777632              11          31
   3.86816144              11          32
   4.04116821              11          33
   4.21674156              11          34
   4.39483976              11          35
   4.57543182              11          36
   4.75849581              11          37
   4.94401789              11          38
   5.13199043              11          39
   5.32241201              11          40
   5.51528597              11          41
   5.71062088              11          42
   5.90842915              11          43
   6.10872746              11          44
   6.31153584              11          45
   6.51687765              11          46
   6.72478008              11          47
   6.93527365              11          48
   7.14839172              11          49
   7.36417055              11          50
   1.00000000              12           1
   1.00000000              12           2
   1.00000000              12           3
   1.00072992              12           4
   1.00331211              12           5
   1.00896561              12           6
   1.01867700              12           7
   1.03307998              12           8
   1.05249047              12           9
   1.07698429              12          10
   1.10647190              12          11
   1.14076006              12          12
   1.17959809              12          13
   1.22271168              12          14
   1.26982594              12          15
   1.32068062              12          16
   1.37503886              12          17
   1.43269134              12          18
   1.49345779              12          19
   1.55718565              12          20
   1.62374771              12          21
   1.69303870              12          22
   1.76497018              12          23
   1.83954895              12          24
   1.91676688              12          25
   1.99706709              12          26
   2.08063245              12          27
   2.16753221              12          28
   2.25777578              12          29
   2.35133839              12          30
   2.44817519              12          31
   2.54822874              12          32
   2.65143442              12          33
   2.75772285              12          34
   2.86702204              12          35
   2.97925806              12          36
   3.09435582              12          37
   3.21223950              12          38
   3.33283305              12          39
   3.45605993              12          40
   3.58184314              12          41
   3.71010518              12          42
   3.84076810              12          43
   3.97375345              12          44
   4.10898161              12          45
   4.24637222              12          46
   4.38584423              12          47
   4.52731419              12          48
   4.67069864              12          49
   4.81591129              12          50
   1.00000000              13           1
   1.00000000              13           2
   1.00000000              13           3
   1.00000000              13           4
  0.999949753              13           5
  0.999792516              13           6
  0.999545038              13           7
  0.999299169              13           8
  0.999185920              13           9
  0.999340296              13          10
  0.999877274              13          11
   1.00087953              13          12
   1.00239396              13          13
   1.00443351              13          14
   1.00698209              13          15
   1.01000011              13          16
   1.01342976              13          17
   1.01719975              13          18
   1.02122915              13          19
   1.02543020              13          20
   1.02971041              13          21
   1.03397405              13          22
   1.03812337              13          23
   1.04205930              13          24
   1.04568148              13          25
   1.04888809              13          26
   1.05157256              13          27
   1.05362189              13          28
   1.05491686              13          29
   1.05533397              13          30
   1.05474651              13          31
   1.05302608              13          32
   1.05004370              13          33
   1.04567087              13          34
   1.03978026              13          35
   1.03224647              13          36
   1.02294636              13          37
   1.01175928              13          38
  0.998567820              13          39
  0.983257473              13          40
  0.965716958              13          41
  0.945838332              13          42
  0.923516989              13          43
  0.898651600              13          44
  0.871144176              13          45
  0.840899885              13          46
  0.807827234              13          47
  0.771837771              13          48
  0.732846200              13          49
  0.690770149              13          50
   1.00000000              14           1
   1.00000000              14           2
   1.00000000              14           3
   1.00000000              14           4
   1.00001633              14           5
   1.00010777              14           6
   1.00040376              14           7
   1.00112462              14           8
   1.00258875              14           9
   1.00520825              14          10
   1.00947857              14          11
   1.01596498              14          12
   1.02528965              14          13
   1.03812194              14          14
   1.05517232              14          15
   1.07719088              14          16
   1.10496914              14          17
   1.13934588              14          18
   1.18121552              14          19
   1.23153901              14          20
   1.29135680              14          21
   1.36180389              14          22
   1.44412649              14          23
   1.53970051              14          24
   1.65005338              14          25
   1.77688706              14          26
   1.92210698              14          27
   2.08785272              14          28
   2.27653217              14          29
   2.49086261              14          30
   2.73391795              14          31
   3.00918484              14          32
   3.32063031              14          33
   3.67278194              14          34
   4.07082462              14          35
   4.52071905              14          36
   5.02934504              14          37
   5.60467863              14          38
   6.25600958              14          39
   6.99421692              14          40
   7.83211136              14          41
   8.78487396              14          42
   9.87061691              14          43
   11.1111155              14          44
   12.5327692              14          45
   14.1678810              14          46
   16.0563927              14          47
   18.2482796              14          48
   20.8069057              14          49
   23.8138542              14          50
   1.00000000              15           1
   1.00000000              15           2
   1.00000000              15           3
   1.00000000              15           4
   1.00000000              15           5
  0.999998510              15           6
  0.999989688              15           7
  0.999959886              15           8
  0.999882579              15           9
  0.999710560              15          10
  0.999364436              15          11
  0.998717546              15          12
  0.997577786              15          13
  0.995666623              15          14
  0.992597580              15          15
  0.987854123              15          16
  0.980768979              15          17
  0.970505714              15          18
  0.956043482              15          19
  0.936165392              15          20
  0.909450829              15          21
  0.874271393              15          22
  0.828789711              15          23
  0.770960093              15          24
  0.698529184              15          25
  0.609035492              15          26
  0.499805272              15          27
  0.367943347              15          28
  0.210316733              15          29
   2.35294849E-02          15          30
 -0.196112901              15          31
 -0.452651203              15          32
 -0.750534177              15          33
  -1.09469652              15          34
  -1.49065554              15          35
  -1.94463086              15          36
  -2.46369147              15          37
  -3.05593705              15          38
  -3.73072171              15          39
  -4.49893332              15          40
  -5.37334299              15          41
  -6.36904955              15          42
  -7.50404549              15          43
  -8.79995346              15          44
  -10.2829914              15          45
  -11.9852591              15          46
  -13.9464750              15          47
  -16.2163754              15          48
  -18.8580723              15          49
  -21.9528828              15          50
   1.00000000              16           1
   1.00000000              16           2
   1.00000000              16           3
   1.00000000              16           4
   1.00000000              16           5
   1.00000036              16           6
   1.00000322              16           7
   1.00001538              16           8
   1.00005376              16           9
   1.00015354              16          10
   1.00037849              16          11
   1.00083470              16          12
   1.00168693              16          13
   1.00317717              16          14
   1.00564671              16          15
   1.00956035              16          16
   1.01553440              16          17
   1.02436829              16          18
   1.03708208              16          19
   1.05496323              16          20
   1.07962906              16          21
   1.11311615              16          22
   1.15801907              16          23
   1.21772039              16          24
   1.29679906              16          25
   1.40181494              16          26
   1.54298234              16          27
   1.73831844              16          28
   2.02676201              16          29
   2.53483534              16          30
   6.16992188              16          31
   7.58298588              16          32
   7.87959194              16          33
   7.56744242              16          34
   6.90227222              16          35
   6.02538538              16          36
   5.01983213              16          37
   3.93649459              16          38
   2.80742812              16          39
   1.65318727              16          40
  0.487070799              16          41
 -0.682315111              16          42
  -1.84945643              16          43
  -3.01090527              16          44
  -4.16460705              16          45
  -5.30945301              16          46
  -6.44497490              16          47
  -7.57113791              16          48
  -8.68819618              16          49
  -9.79659176              16          50
   1.00000000              17           1
   1.00000000              17           2
   1.00000000              17           3
   1.00000000              17           4
   1.00000000              17           5
   1.00000000              17           6
  0.999999940              17           7
  0.999999583              17           8
  0.999997914              17           9
  0.999992192              17          10
  0.999975681              17          11
  0.999933839              17          12
  0.999838114              17          13
  0.999635816              17          14
  0.999235272              17          15
  0.998484731              17          16
  0.997142434              17          17
  0.994836867              17          18
  0.991013110              17          19
  0.984862030              17          20
  0.975226104              17          21
  0.960471630              17          22
